=== RUN   TestLLM_PrecommitReexportComplete
    scenario_contract_hardening_test.go:39:   [204] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [205] git remote (exit=0)
    scenario_contract_hardening_test.go:39:   [206] bd list --parent repo-0wz --status=open,in_progress,closed -n 0 --json (exit=0)
    scenario_contract_hardening_test.go:39:   [207] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [208] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [209] git config user.name (exit=0)
    scenario_contract_hardening_test.go:39:   [210] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [211] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [212] git worktree list --porcelain (exit=0)
    scenario_contract_hardening_test.go:39:   [213] git remote (exit=0)
    scenario_contract_hardening_test.go:39:   [214] bd worktree list --json (exit=0)
    scenario_contract_hardening_test.go:39:   [215] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [216] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [217] git config user.name (exit=0)
    scenario_contract_hardening_test.go:39:   [218] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [219] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [220] git remote (exit=0)
    scenario_contract_hardening_test.go:39:   [221] bd export -o .beads/issues.jsonl (exit=0)
    scenario_contract_hardening_test.go:39:   [222] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.worktrees/worktree-spec-001-reexport/.worktrees/worktree-repo-0wz.1 status --porcelain (exit=0)
    scenario_contract_hardening_test.go:39:   [223] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.worktrees/worktree-spec-001-reexport/.worktrees/worktree-repo-0wz.1 add -A (exit=0)
    scenario_contract_hardening_test.go:39:   [224] mindspec hook pre-commit (exit=0)
    scenario_contract_hardening_test.go:39:   [225] bd export -o /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.worktrees/worktree-spec-001-reexport/.worktrees/worktree-repo-0wz.1/.beads/issues.jsonl (exit=0)
    scenario_contract_hardening_test.go:39:   [226] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.worktrees/worktree-spec-001-reexport/.worktrees/worktree-repo-0wz.1 commit -m impl(repo-0wz.1): Add Reexport() function returning reexport string (exit=0)
    scenario_contract_hardening_test.go:39:   [227] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.worktrees/worktree-spec-001-reexport/.worktrees/worktree-repo-0wz.1 status --porcelain (exit=0)
    scenario_contract_hardening_test.go:39:   [228] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [229] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [230] git config user.name (exit=0)
    scenario_contract_hardening_test.go:39:   [231] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [232] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [233] git remote (exit=0)
    scenario_contract_hardening_test.go:39:   [234] bd export -o .beads/issues.jsonl (exit=0)
    scenario_contract_hardening_test.go:39:   [235] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.worktrees/worktree-spec-001-reexport/.worktrees/worktree-repo-0wz.1 status --porcelain (exit=0)
    scenario_contract_hardening_test.go:39:   [236] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [237] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [238] git config user.name (exit=0)
    scenario_contract_hardening_test.go:39:   [239] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [240] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [241] git remote (exit=0)
    scenario_contract_hardening_test.go:39:   [242] bd export -o .beads/issues.jsonl (exit=0)
    scenario_contract_hardening_test.go:39:   [243] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.worktrees/worktree-spec-001-reexport/.worktrees/worktree-repo-0wz.1 status --porcelain (exit=0)
    scenario_contract_hardening_test.go:39:   [244] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.worktrees/worktree-spec-001-reexport/.worktrees/worktree-repo-0wz.1 add -A (exit=0)
    scenario_contract_hardening_test.go:39:   [245] mindspec hook pre-commit (exit=0)
    scenario_contract_hardening_test.go:39:   [246] bd export -o /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.worktrees/worktree-spec-001-reexport/.worktrees/worktree-repo-0wz.1/.beads/issues.jsonl (exit=0)
    scenario_contract_hardening_test.go:39:   [247] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.worktrees/worktree-spec-001-reexport/.worktrees/worktree-repo-0wz.1 commit -m chore: sync beads artifact (exit=0)
    scenario_contract_hardening_test.go:39:   [248] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo merge-base spec/001-reexport HEAD (exit=0)
    scenario_contract_hardening_test.go:39:   [249] git diff --name-only e844e0225acce593bb0e87a84d669364ccf2c750 (exit=0)
    scenario_contract_hardening_test.go:39:   [250] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo diff --name-only e844e0225acce593bb0e87a84d669364ccf2c750..HEAD (exit=0)
    scenario_contract_hardening_test.go:39:   [251] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [252] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [253] git config user.name (exit=0)
    scenario_contract_hardening_test.go:39:   [254] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [255] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [256] git remote (exit=0)
    scenario_contract_hardening_test.go:39:   [257] bd close repo-0wz.1 (exit=0)
    scenario_contract_hardening_test.go:39:   [258] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [259] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [260] git config user.name (exit=0)
    scenario_contract_hardening_test.go:39:   [261] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [262] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [263] git worktree list --porcelain (exit=0)
    scenario_contract_hardening_test.go:39:   [264] git remote (exit=0)
    scenario_contract_hardening_test.go:39:   [265] bd worktree list --json (exit=0)
    scenario_contract_hardening_test.go:39:   [266] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.worktrees/worktree-spec-001-reexport merge --no-ff bead/repo-0wz.1 -m Merge bead/repo-0wz.1 (exit=0)
    scenario_contract_hardening_test.go:39:   [267] git rev-parse --verify refs/heads/bead/repo-0wz.1 (exit=0)
    scenario_contract_hardening_test.go:39:   [268] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo merge-base --is-ancestor bead/repo-0wz.1 spec/001-reexport (exit=0)
    scenario_contract_hardening_test.go:39:   [269] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [270] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [271] git config user.name (exit=0)
    scenario_contract_hardening_test.go:39:   [272] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [273] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [274] git worktree list --porcelain (exit=0)
    scenario_contract_hardening_test.go:39:   [275] git worktree remove --force /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.worktrees/worktree-spec-001-reexport/.worktrees/worktree-repo-0wz.1 (exit=0)
    scenario_contract_hardening_test.go:39:   [276] git remote (exit=0)
    scenario_contract_hardening_test.go:39:   [277] bd worktree remove worktree-repo-0wz.1 --force (exit=0)
    scenario_contract_hardening_test.go:39:   [278] git branch -D bead/repo-0wz.1 (exit=0)
    scenario_contract_hardening_test.go:39:   [279] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [280] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [281] git config user.name (exit=0)
    scenario_contract_hardening_test.go:39:   [282] git config --get beads.role (exit=0)
    scenario_contract_hardening_test.go:39:   [283] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [284] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [285] git remote (exit=0)
    scenario_contract_hardening_test.go:39:   [286] bd list --type=epic --status=open,in_progress,closed -n 0 --json (exit=0)
    scenario_contract_hardening_test.go:39:   [287] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [288] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [289] git config user.name (exit=0)
    scenario_contract_hardening_test.go:39:   [290] git config --get beads.role (exit=0)
    scenario_contract_hardening_test.go:39:   [291] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [292] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [293] git remote (exit=0)
    scenario_contract_hardening_test.go:39:   [294] bd list --parent repo-0wz --status=open --json (exit=0)
    scenario_contract_hardening_test.go:39:   [295] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [296] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [297] git config user.name (exit=0)
    scenario_contract_hardening_test.go:39:   [298] git config --get beads.role (exit=0)
    scenario_contract_hardening_test.go:39:   [299] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [300] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [301] git remote (exit=0)
    scenario_contract_hardening_test.go:39:   [302] bd list --parent repo-0wz --status=in_progress --json (exit=0)
    scenario_contract_hardening_test.go:39:   [303] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [304] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [305] git config user.name (exit=0)
    scenario_contract_hardening_test.go:39:   [306] git config --get beads.role (exit=0)
    scenario_contract_hardening_test.go:39:   [307] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [308] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [309] git remote (exit=0)
    scenario_contract_hardening_test.go:39:   [310] bd list --parent repo-0wz --status=blocked --json (exit=0)
    scenario_contract_hardening_test.go:39:   [311] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [312] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [313] git config user.name (exit=0)
    scenario_contract_hardening_test.go:39:   [314] git config --get beads.role (exit=0)
    scenario_contract_hardening_test.go:39:   [315] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [316] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [317] git remote (exit=0)
    scenario_contract_hardening_test.go:39:   [318] bd list --parent repo-0wz --status=closed --json (exit=0)
    scenario_contract_hardening_test.go:39:   [319] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [320] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [321] git config user.name (exit=0)
    scenario_contract_hardening_test.go:39:   [322] git config --get beads.role (exit=0)
    scenario_contract_hardening_test.go:39:   [323] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [324] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [325] git remote (exit=0)
    scenario_contract_hardening_test.go:39:   [326] bd list --type=epic --status=open,in_progress,closed -n 0 --json (exit=0)
    scenario_contract_hardening_test.go:39:   [327] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [328] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [329] git config user.name (exit=0)
    scenario_contract_hardening_test.go:39:   [330] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [331] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [332] git remote (exit=0)
    scenario_contract_hardening_test.go:39:   [333] bd show repo-0wz --json (exit=0)
    scenario_contract_hardening_test.go:39:   [334] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [335] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [336] git config user.name (exit=0)
    scenario_contract_hardening_test.go:39:   [337] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [338] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [339] git remote (exit=0)
    scenario_contract_hardening_test.go:39:   [340] bd update repo-0wz --metadata {"mindspec_migrated_at":"2026-06-11T15:01:31.368682Z","mindspec_phase":"review","spec_num":1,"spec_title":"reexport"} (exit=0)
    scenario_contract_hardening_test.go:39:   [341] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [342] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [343] git config user.name (exit=0)
    scenario_contract_hardening_test.go:39:   [344] git config --get beads.role (exit=0)
    scenario_contract_hardening_test.go:39:   [345] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [346] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [347] git remote (exit=0)
    scenario_contract_hardening_test.go:39:   [348] bd list --type=epic --status=open,in_progress,closed -n 0 --json (exit=0)
    scenario_contract_hardening_test.go:39:   [349] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [350] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [351] git config user.name (exit=0)
    scenario_contract_hardening_test.go:39:   [352] git config --get beads.role (exit=0)
    scenario_contract_hardening_test.go:39:   [353] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [354] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [355] git remote (exit=0)
    scenario_contract_hardening_test.go:39:   [356] bd list --type=epic --status=open,in_progress,closed -n 0 --json (exit=0)
    scenario_contract_hardening_test.go:39:   [357] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [358] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [359] git config user.name (exit=0)
    scenario_contract_hardening_test.go:39:   [360] git config --get beads.role (exit=0)
    scenario_contract_hardening_test.go:39:   [361] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [362] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [363] git remote (exit=0)
    scenario_contract_hardening_test.go:39:   [364] bd list --parent repo-0wz --status=open,in_progress,closed -n 0 --json (exit=0)
    scenario_contract_hardening_test.go:39:   [365] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [366] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [367] git config user.name (exit=0)
    scenario_contract_hardening_test.go:39:   [368] git config --get beads.role (exit=0)
    scenario_contract_hardening_test.go:39:   [369] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [370] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [371] git remote (exit=0)
    scenario_contract_hardening_test.go:39:   [372] bd list --type=epic --status=open,in_progress,closed -n 0 --json (exit=0)
    scenario_contract_hardening_test.go:39:   [373] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [374] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [375] git config user.name (exit=0)
    scenario_contract_hardening_test.go:39:   [376] git config --get beads.role (exit=0)
    scenario_contract_hardening_test.go:39:   [377] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [378] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [379] git remote (exit=0)
    scenario_contract_hardening_test.go:39:   [380] bd list --parent repo-0wz --status=open,in_progress,closed -n 0 --json (exit=0)
    scenario_contract_hardening_test.go:39:   [381] mindspec complete repo-0wz.1 Add Reexport() function returning reexport string (exit=0)
    scenario_contract_hardening_test.go:39: --- Agent output (exit=0, dur=1m48.830878917s) ---
        Done. Created reexport.go with the Reexport() function and completed the bead. The worktree has been removed and the mode is now in review for spec 001-reexport.
    scenario_contract_hardening_test.go:39: Report:
        === Session Report: precommit_reexport_complete ===
        Agent: claude-code
        Turns: 10 (estimated)  Events: 381
        Duration: 2m41.845s
        Forward ratio: 30.0%
        Plan fidelity: 0.0%
        
        Turn classification:
          forward        3
          retry          7
--- PASS: TestLLM_PrecommitReexportComplete (115.04s)
PASS
ok  	github.com/mrmaxsteel/mindspec/internal/harness	115.255s
